driver_index,lap,lap_c_flag,cp,is_sector,cp_time,position
2,18,0,5,False,928.4358,1.0
2,18,0,6,False,929.3405,1.0
2,18,0,7,False,929.6879,1.0
2,18,0,8,False,930.2413,1.0
2,18,0,9,False,931.0084,1.0
2,18,0,10,False,931.5525,1.0
2,18,0,11,False,932.0763,1.0
2,18,0,12,False,932.5707,1.0
2,18,0,13,False,933.029,1.0
2,18,0,14,False,933.4682,1.0
2,18,0,15,False,933.7387,1.0
2,18,0,16,False,934.0052,1.0
2,18,0,17,False,934.5236,1.0
2,18,0,18,False,935.0557,1.0
2,18,0,19,False,935.6337,1.0
2,18,0,20,False,936.0573,1.0
2,18,0,21,False,936.6461,1.0
2,18,0,22,False,937.0301,1.0
2,18,0,23,False,937.993,1.0
2,18,0,24,False,939.0039,1.0
2,18,0,25,False,939.8051,1.0
2,18,0,26,False,940.3505,1.0
2,18,0,27,False,940.8274,1.0
2,18,0,28,False,941.3649,1.0
2,18,0,29,False,941.8934,1.0
2,18,0,30,False,942.257,1.0
2,18,0,31,False,942.7184,1.0
2,18,0,32,False,943.1282,1.0
2,18,0,33,False,943.6666,1.0
2,18,0,34,False,944.3684,1.0
2,18,0,35,False,944.9338,1.0
2,18,0,36,True,945.3922,1.0
2,18,0,37,False,945.9255,1.0
2,18,0,38,False,946.1275,1.0
2,18,0,39,False,946.6564,1.0
2,18,0,40,False,947.2695,1.0
2,18,0,41,False,947.9003,1.0
2,18,0,42,False,948.5192,1.0
2,18,0,43,False,949.0432,1.0
2,18,0,44,False,949.6151,1.0
2,18,0,45,False,949.9747,1.0
2,18,0,46,False,950.3321,1.0
2,18,0,47,False,950.7657,1.0
2,18,0,48,False,951.1572,1.0
2,18,0,49,False,951.5338,1.0
2,18,0,50,False,951.8991,1.0
2,18,0,51,False,952.3793,1.0
2,18,0,52,False,952.8492,1.0
2,18,0,53,False,953.3304,1.0
2,18,0,54,False,953.8048,1.0
2,18,0,55,False,954.1649,1.0
2,18,0,56,False,954.5265,1.0
2,18,0,57,False,955.0903,1.0
2,18,0,58,False,955.3497,1.0
2,18,0,59,False,955.6023,1.0
2,18,0,60,False,955.8739,1.0
2,18,0,61,False,956.1462,1.0
2,18,0,62,False,956.4862,1.0
2,18,0,63,False,956.8121,1.0
2,18,0,64,False,957.0469,1.0
2,18,0,65,False,957.2849,1.0
2,18,0,66,False,957.5221,1.0
2,18,0,67,False,957.7636,1.0
2,18,0,68,False,958.0283,1.0
2,18,0,69,True,958.3092,1.0
2,18,0,70,False,958.7132,1.0
2,18,0,71,False,959.2497,1.0
2,18,0,72,False,959.6411,1.0
2,18,0,73,False,959.9003,1.0
2,18,0,74,False,960.2392,1.0
2,18,0,75,False,960.5088,1.0
2,18,0,76,False,960.8895,1.0
2,18,0,77,False,961.3428,1.0
2,18,0,78,False,961.7913,1.0
2,18,0,79,False,962.1626,1.0
2,18,0,80,False,962.5333,1.0
2,18,0,81,False,962.968,1.0
2,18,0,82,False,963.4126,1.0
2,18,0,83,False,963.7374,1.0
2,18,0,84,False,964.058,1.0
2,18,0,85,False,964.4049,1.0
2,18,0,86,False,964.807,1.0
2,18,0,87,False,965.6274,1.0
2,18,0,88,False,966.2893,1.0
2,18,0,89,False,966.9282,1.0
2,18,0,90,False,967.4467,1.0
2,18,0,91,False,967.9861,1.0
2,18,0,92,False,968.4389,1.0
2,18,0,93,False,968.8633,1.0
2,18,0,94,False,969.2105,1.0
2,18,0,95,False,969.5567,1.0
2,18,0,96,False,970.0078,1.0
2,18,0,97,False,970.4287,1.0
2,18,0,98,False,971.0134,1.0
2,18,0,99,False,971.4068,1.0
2,18,0,100,False,971.8901,1.0
2,18,0,101,False,972.6938,1.0
2,18,0,102,False,973.3754,1.0
2,18,0,103,False,974.1569,1.0
2,18,0,104,False,974.5012,1.0
2,18,0,105,False,974.7972,1.0
2,18,0,106,False,975.1877,1.0
2,18,0,107,False,975.5684,1.0
2,18,0,108,False,976.1986,1.0
2,18,0,109,False,976.7082,1.0
2,18,0,110,False,977.1474,1.0
2,18,0,111,False,977.6763,1.0
2,18,0,112,False,978.1374,1.0
2,18,0,113,False,978.5668,1.0
2,18,0,114,False,979.0508,1.0
2,18,0,115,False,979.3864,1.0
2,19,2,0,True,979.6307,1.0
2,19,2,1,False,979.9048,1.0
2,19,2,2,False,980.1717,1.0
2,19,2,3,False,980.6958,1.0
2,19,2,4,False,981.0953,1.0
2,19,2,5,False,981.5509,1.0
2,19,2,6,False,982.3916,1.0
2,19,2,7,False,982.7525,1.0
2,19,2,8,False,983.3268,1.0
2,19,2,9,False,984.1476,1.0
2,19,2,10,False,984.7483,1.0
2,19,2,11,False,985.2991,1.0
2,19,2,12,False,985.8192,1.0
2,19,2,13,False,986.2942,1.0
2,19,2,14,False,986.7466,1.0
2,19,2,15,False,987.0245,1.0
2,19,2,16,False,987.2974,1.0
2,19,2,17,False,987.8275,1.0
2,19,2,18,False,988.3701,1.0
2,19,2,19,False,988.9437,1.0
2,19,2,20,False,989.36,1.0
2,19,2,21,False,989.9861,1.0
2,19,2,22,False,990.4019,1.0
2,19,2,23,False,991.2936,1.0
2,19,2,24,False,992.2672,1.0
2,19,2,25,False,993.0553,1.0
2,19,2,26,False,993.6099,1.0
2,19,2,27,False,994.0962,1.0
2,19,2,28,False,994.6442,1.0
2,19,2,29,False,995.1859,1.0
2,19,2,30,False,995.5705,1.0
2,19,2,31,False,996.0424,1.0
2,19,2,32,False,996.4564,1.0
2,19,2,33,False,996.9987,1.0
2,19,2,34,False,997.7029,1.0
2,19,2,35,False,998.2703,1.0
2,19,2,36,True,998.7339,1.0
2,19,2,37,False,999.2678,1.0
2,19,2,38,False,999.477,1.0
2,19,2,39,False,1000.0058,1.0
2,19,2,40,False,1000.6294,1.0
2,19,2,41,False,1001.2797,1.0
2,19,2,42,False,1001.8964,1.0
2,19,2,43,False,1002.4188,1.0
2,19,2,44,False,1002.9947,1.0
2,19,2,45,False,1003.3582,1.0
2,19,2,46,False,1003.721,1.0
2,19,2,47,False,1004.1582,1.0
2,19,2,48,False,1004.5529,1.0
2,19,2,49,False,1004.9313,1.0
2,19,2,50,False,1005.2983,1.0
2,19,2,51,False,1005.7781,1.0
2,19,2,52,False,1006.2481,1.0
2,19,2,53,False,1006.7306,1.0
2,19,2,54,False,1007.2068,1.0
2,19,2,55,False,1007.5685,1.0
2,19,2,56,False,1007.9317,1.0
2,19,2,57,False,1008.4975,1.0
2,19,2,58,False,1008.7557,1.0
2,19,2,59,False,1009.0108,1.0
2,19,2,60,False,1009.2876,1.0
2,19,2,61,False,1009.5653,1.0
2,19,2,62,False,1009.9062,1.0
2,19,2,63,False,1010.2347,1.0
2,19,2,64,False,1010.4719,1.0
2,19,2,65,False,1010.7114,1.0
2,19,2,66,False,1010.9492,1.0
2,19,2,67,False,1011.1907,1.0
2,19,2,68,False,1011.4393,1.0
2,19,2,69,True,1011.729,1.0
2,19,2,70,False,1012.1713,1.0
2,19,2,71,False,1012.7107,1.0
2,19,2,72,False,1013.1133,1.0
2,19,2,73,False,1013.3799,1.0
2,19,2,74,False,1013.7244,1.0
2,19,2,75,False,1013.9953,1.0
2,19,2,76,False,1014.3736,1.0
2,19,2,77,False,1014.8257,1.0
2,19,2,78,False,1015.2757,1.0
2,19,2,79,False,1015.644,1.0
2,19,2,80,False,1016.0073,1.0
2,19,2,81,False,1016.4383,1.0
2,19,2,82,False,1016.8784,1.0
2,19,2,83,False,1017.2014,1.0
2,19,2,84,False,1017.52,1.0
2,19,2,85,False,1017.8686,1.0
2,19,2,86,False,1018.2888,1.0
2,19,2,87,False,1019.1154,1.0
2,19,2,88,False,1019.7293,1.0
2,19,2,89,False,1020.3953,1.0
2,19,2,90,False,1020.9271,1.0
2,19,2,91,False,1021.4756,1.0
2,19,2,92,False,1021.9355,1.0
2,19,2,93,False,1022.3653,1.0
2,19,2,94,False,1022.7163,1.0
2,19,2,95,False,1023.051,1.0
2,19,2,96,False,1023.5534,1.0
2,19,2,97,False,1024.0405,1.0
2,19,2,98,False,1024.7174,1.0
2,19,2,99,False,1025.1147,1.0
2,19,2,100,False,1025.5878,1.0
2,19,2,101,False,1026.3916,1.0
2,19,2,102,False,1027.0393,1.0
2,19,2,103,False,1027.8145,1.0
2,19,2,104,False,1028.1922,1.0
2,19,2,105,False,1028.522,1.0
2,19,2,106,False,1028.9497,1.0
2,19,2,107,False,1029.3599,1.0
2,19,2,108,False,1030.0013,1.0
2,19,2,109,False,1030.522,1.0
2,19,2,110,False,1030.9684,1.0
2,19,2,111,False,1031.5046,1.0
2,19,2,112,False,1031.9717,1.0
2,19,2,113,False,1032.4055,1.0
2,19,2,114,False,1032.8941,1.0
2,19,2,115,False,1033.2324,1.0
2,20,2,0,True,1033.4786,1.0
2,20,2,1,False,1033.7548,1.0
2,20,2,2,False,1034.0234,1.0
2,20,2,3,False,1034.5508,1.0
2,20,2,4,False,1034.9559,1.0
2,20,2,5,False,1035.4472,1.0
2,20,2,6,False,1036.2897,1.0
2,20,2,7,False,1036.6133,1.0
2,20,2,8,False,1037.1452,1.0
2,20,2,9,False,1037.905,1.0
2,20,2,10,False,1038.4758,1.0
2,20,2,11,False,1039.004,1.0
2,20,2,12,False,1039.5093,1.0
2,20,2,13,False,1039.9752,1.0
2,20,2,14,False,1040.4205,1.0
2,20,2,15,False,1040.6949,1.0
2,20,2,16,False,1040.9644,1.0
2,20,2,17,False,1041.4886,1.0
2,20,2,18,False,1042.0242,1.0
2,20,2,19,False,1042.5912,1.0
2,20,2,20,False,1043.0119,1.0
2,20,2,21,False,1043.6338,1.0
2,20,2,22,False,1044.0804,1.0
2,20,2,23,False,1044.9672,1.0
2,20,2,24,False,1045.9367,1.0
2,20,2,25,False,1046.6689,1.0
2,20,2,26,False,1047.2244,1.0
2,20,2,27,False,1047.7086,1.0
2,20,2,28,False,1048.2546,1.0
2,20,2,29,False,1048.7901,1.0
2,20,2,30,False,1049.1569,1.0
2,20,2,31,False,1049.6217,1.0
2,20,2,32,False,1050.0355,1.0
2,20,2,33,False,1050.5711,1.0
2,20,2,34,False,1051.2733,1.0
2,20,2,35,False,1051.8438,1.0
2,20,2,36,True,1052.3347,1.0
2,20,2,37,False,1052.8901,1.0
2,20,2,38,False,1053.1277,1.0
2,20,2,39,False,1053.6588,1.0
2,20,2,40,False,1054.2763,1.0
2,20,2,41,False,1054.9241,1.0
2,20,2,42,False,1055.5803,1.0
2,20,2,43,False,1056.1243,1.0
2,20,2,44,False,1056.7107,1.0
2,20,2,45,False,1057.0732,1.0
2,20,2,46,False,1057.4303,1.0
2,20,2,47,False,1057.8727,1.0
2,20,2,48,False,1058.2683,1.0
2,20,2,49,False,1058.6485,1.0
2,20,2,50,False,1059.0182,1.0
2,20,2,51,False,1059.5032,1.0
2,20,2,52,False,1059.9787,1.0
2,20,2,53,False,1060.465,1.0
2,20,2,54,False,1060.9442,1.0
2,20,2,55,False,1061.3086,1.0
2,20,2,56,False,1061.6741,1.0
2,20,2,57,False,1062.2432,1.0
2,20,2,58,False,1062.501,1.0
2,20,2,59,False,1062.7539,1.0
2,20,2,60,False,1063.0263,1.0
2,20,2,61,False,1063.3022,1.0
2,20,2,62,False,1063.645,1.0
2,20,2,63,False,1063.9753,1.0
2,20,2,64,False,1064.2151,1.0
2,20,2,65,False,1064.4572,1.0
2,20,2,66,False,1064.696,1.0
2,20,2,67,False,1064.9379,1.0
2,20,2,68,False,1065.1796,1.0
2,20,2,69,True,1065.4476,1.0
2,20,2,70,False,1065.8716,1.0
2,20,2,71,False,1066.4238,1.0
2,20,2,72,False,1066.828,1.0
2,20,2,73,False,1067.1083,1.0
2,20,2,74,False,1067.4751,1.0
2,20,2,75,False,1067.7589,1.0
2,20,2,76,False,1068.1503,1.0
2,20,2,77,False,1068.619,1.0
2,20,2,78,False,1069.0885,1.0
2,20,2,79,False,1069.4674,1.0
2,20,2,80,False,1069.8398,1.0
2,20,2,81,False,1070.283,1.0
2,20,2,82,False,1070.7359,1.0
2,20,2,83,False,1071.0667,1.0
2,20,2,84,False,1071.3929,1.0
2,20,2,85,False,1071.7435,1.0
2,20,2,86,False,1072.1436,1.0
2,20,2,87,False,1072.9497,1.0
2,20,2,88,False,1073.5723,1.0
2,20,2,89,False,1074.2254,1.0
2,20,2,90,False,1074.75,1.0
2,20,2,91,False,1075.295,1.0
2,20,2,92,False,1075.752,1.0
2,20,2,93,False,1076.1797,1.0
2,20,2,94,False,1076.5254,1.0
2,20,2,95,False,1076.8677,1.0
2,20,2,96,False,1077.348,1.0
2,20,2,97,False,1077.7969,1.0
2,20,2,98,False,1078.4103,1.0
2,20,2,99,False,1078.8209,1.0
2,20,2,100,False,1079.3085,1.0
2,20,2,101,False,1080.0618,1.0
2,20,2,102,False,1080.7238,1.0
2,20,2,103,False,1081.5125,1.0
2,20,2,104,False,1081.8251,1.0
2,20,2,105,False,1082.0926,1.0
2,20,2,106,False,1082.4557,1.0
2,20,2,107,False,1082.7365,1.0
2,20,2,108,False,1083.465,1.0
2,20,2,109,False,1084.0975,1.0
2,20,2,110,False,1084.8189,1.0
2,20,2,111,False,1086.0779,1.0
2,20,2,112,False,1087.2764,2.0
2,20,2,113,False,1088.4052,2.0
2,20,2,114,False,1089.7408,3.0
2,20,2,115,False,1090.7696,4.0
2,21,2,0,True,1096.0379,5.0
2,21,2,1,False,1097.2474,5.0
2,21,2,2,False,1098.2213,5.0
2,21,2,3,False,1099.7687,8.0
2,21,2,4,False,1100.6336,8.0
2,21,2,5,False,1101.3497,8.0
2,21,2,6,False,1102.3816,8.0
2,21,2,7,False,1102.7399,8.0
2,21,2,8,False,1103.3121,8.0
2,21,2,9,False,1104.0994,8.0
2,21,2,10,False,1104.6666,8.0
2,21,2,11,False,1105.1973,8.0
2,21,2,12,False,1105.6988,8.0
2,21,2,13,False,1106.1612,8.0
2,21,2,14,False,1106.6039,8.0
2,21,2,15,False,1106.8767,8.0
2,21,2,16,False,1107.1446,8.0
2,21,2,17,False,1107.6654,8.0
2,21,2,18,False,1108.1985,8.0
2,21,2,19,False,1108.7806,8.0
2,21,2,20,False,1109.2074,8.0
2,21,2,21,False,1109.8014,8.0
2,21,2,22,False,1110.1779,8.0
2,21,2,23,False,1111.0657,8.0
2,21,2,24,False,1112.047,8.0
2,21,2,25,False,1112.8415,8.0
2,21,2,26,False,1113.4058,8.0
2,21,2,27,False,1113.8945,8.0
2,21,2,28,False,1114.4425,8.0
2,21,2,29,False,1114.9808,8.0
2,21,2,30,False,1115.3464,8.0
2,21,2,31,False,1115.8169,8.0
2,21,2,32,False,1116.2367,8.0
2,21,2,33,False,1116.7739,8.0
2,21,2,34,False,1117.4782,8.0
2,21,2,35,False,1118.0547,8.0
2,21,2,36,True,1118.5172,8.0
2,21,2,37,False,1119.0542,8.0
2,21,2,38,False,1119.2682,8.0
2,21,2,39,False,1119.7923,8.0
2,21,2,40,False,1120.4066,8.0
2,21,2,41,False,1121.0605,8.0
2,21,2,42,False,1121.6635,8.0
2,21,2,43,False,1122.1751,8.0
2,21,2,44,False,1122.7417,8.0
2,21,2,45,False,1123.0958,8.0
2,21,2,46,False,1123.4493,8.0
2,21,2,47,False,1123.8827,8.0
2,21,2,48,False,1124.2735,8.0
2,21,2,49,False,1124.6495,8.0
2,21,2,50,False,1125.0139,8.0
2,21,2,51,False,1125.492,8.0
2,21,2,52,False,1125.9609,8.0
2,21,2,53,False,1126.4412,8.0
2,21,2,54,False,1126.9131,8.0
2,21,2,55,False,1127.273,8.0
2,21,2,56,False,1127.6337,8.0
2,21,2,57,False,1128.1972,8.0
2,21,2,58,False,1128.4533,8.0
2,21,2,59,False,1128.7045,8.0
2,21,2,60,False,1128.9766,8.0
2,21,2,61,False,1129.2508,8.0
2,21,2,62,False,1129.5891,8.0
2,21,2,63,False,1129.9146,8.0
2,21,2,64,False,1130.1491,8.0
2,21,2,65,False,1130.3849,8.0
2,21,2,66,False,1130.6212,8.0
2,21,2,67,False,1130.8655,8.0
2,21,2,68,False,1131.1376,8.0
2,21,2,69,True,1131.4399,8.0
2,21,2,70,False,1131.8638,8.0
2,21,2,71,False,1132.379,8.0
2,21,2,72,False,1132.7988,8.0
2,21,2,73,False,1133.0973,8.0
2,21,2,74,False,1133.4737,8.0
2,21,2,75,False,1133.7531,8.0
2,21,2,76,False,1134.1445,8.0
2,21,2,77,False,1134.6117,8.0
2,21,2,78,False,1135.0758,8.0
2,21,2,79,False,1135.4553,8.0
2,21,2,80,False,1135.8256,8.0
2,21,2,81,False,1136.2665,8.0
2,21,2,82,False,1136.7173,8.0
2,21,2,83,False,1137.0467,8.0
2,21,2,84,False,1137.3714,8.0
2,21,2,85,False,1137.7207,8.0
2,21,2,86,False,1138.1216,8.0
2,21,2,87,False,1138.9117,8.0
2,21,2,88,False,1139.4979,8.0
2,21,2,89,False,1140.1499,8.0
2,21,2,90,False,1140.6658,8.0
2,21,2,91,False,1141.2056,8.0
2,21,2,92,False,1141.6571,8.0
2,21,2,93,False,1142.0803,8.0
2,21,2,94,False,1142.4245,8.0
2,21,2,95,False,1142.7782,8.0
2,21,2,96,False,1143.2316,8.0
2,21,2,97,False,1143.6455,8.0
2,21,2,98,False,1144.2189,8.0
2,21,2,99,False,1144.6235,8.0
2,21,2,100,False,1145.1155,8.0
2,21,2,101,False,1145.9191,8.0
2,21,2,102,False,1146.608,8.0
2,21,2,103,False,1147.3952,8.0
2,21,2,104,False,1147.7588,8.0
2,21,2,105,False,1148.0802,8.0
2,21,2,106,False,1148.498,8.0
2,21,2,107,False,1148.8859,8.0
2,21,2,108,False,1149.5423,8.0
2,21,2,109,False,1150.0732,8.0
2,21,2,110,False,1150.5267,8.0
2,21,2,111,False,1151.0698,8.0
2,21,2,112,False,1151.5411,7.0
2,21,2,113,False,1151.9789,7.0
2,21,2,114,False,1152.4706,7.0
2,21,2,115,False,1152.8105,7.0
2,22,2,0,True,1153.0579,7.0
2,22,2,1,False,1153.3352,6.0
2,22,2,2,False,1153.6048,6.0
2,22,2,3,False,1154.1336,6.0
2,22,2,4,False,1154.5355,6.0
2,22,2,5,False,1154.9966,6.0
2,22,2,6,False,1155.7328,6.0
2,22,2,7,False,1156.0944,6.0
2,22,2,8,False,1156.675,6.0
2,22,2,9,False,1157.4745,6.0
2,22,2,10,False,1158.06,6.0
2,22,2,11,False,1158.5942,6.0
2,22,2,12,False,1159.0977,6.0
2,22,2,13,False,1159.5603,6.0
2,22,2,14,False,1160.0034,6.0
2,22,2,15,False,1160.2759,6.0
2,22,2,16,False,1160.5447,6.0
2,22,2,17,False,1161.0668,6.0
2,22,2,18,False,1161.6014,6.0
2,22,2,19,False,1162.1627,6.0
2,22,2,20,False,1162.5764,6.0
2,22,2,21,False,1163.1831,6.0
2,22,2,22,False,1163.6146,6.0
2,22,2,23,False,1164.4987,6.0
2,22,2,24,False,1165.4766,6.0
2,22,2,25,False,1166.2007,6.0
2,22,2,26,False,1166.7524,6.0
2,22,2,27,False,1167.2338,6.0
2,22,2,28,False,1167.7774,6.0
2,22,2,29,False,1168.3142,6.0
2,22,2,30,False,1168.6872,6.0
2,22,2,31,False,1169.1533,6.0
2,22,2,32,False,1169.5691,6.0
2,22,2,33,False,1170.1004,6.0
2,22,2,34,False,1170.8004,6.0
2,22,2,35,False,1171.3697,6.0
2,22,2,36,True,1171.8356,6.0
2,22,2,37,False,1172.3892,6.0
2,22,2,38,False,1172.6409,6.0
2,22,2,39,False,1173.1829,6.0
2,22,2,40,False,1173.815,6.0
2,22,2,41,False,1174.4639,6.0
2,22,2,42,False,1175.0992,6.0
2,22,2,43,False,1175.6283,6.0
2,22,2,44,False,1176.2048,6.0
2,22,2,45,False,1176.5614,6.0
2,22,2,46,False,1176.9147,6.0
2,22,2,47,False,1177.3531,6.0
2,22,2,48,False,1177.7474,6.0
2,22,2,49,False,1178.1247,6.0
2,22,2,50,False,1178.4904,6.0
2,22,2,51,False,1178.9694,6.0
2,22,2,52,False,1179.4409,6.0
2,22,2,53,False,1179.9245,6.0
2,22,2,54,False,1180.4021,6.0
2,22,2,55,False,1180.7622,6.0
2,22,2,56,False,1181.1248,6.0
2,22,2,57,False,1181.6875,6.0
2,22,2,58,False,1181.9429,6.0
2,22,2,59,False,1182.1929,6.0
2,22,2,60,False,1182.462,6.0
2,22,2,61,False,1182.7353,6.0
2,22,2,62,False,1183.0751,6.0
2,22,2,63,False,1183.4017,6.0
2,22,2,64,False,1183.6378,6.0
2,22,2,65,False,1183.8751,6.0
2,22,2,66,False,1184.1111,6.0
2,22,2,67,False,1184.3516,6.0
2,22,2,68,False,1184.593,6.0
2,22,2,69,True,1184.8648,6.0
2,22,2,70,False,1185.278,6.0
2,22,2,71,False,1185.8174,6.0
2,22,2,72,False,1186.2138,6.0
2,22,2,73,False,1186.4788,6.0
2,22,2,74,False,1186.8255,6.0
2,22,2,75,False,1187.0969,6.0
2,22,2,76,False,1187.4737,6.0
2,22,2,77,False,1187.9243,6.0
2,22,2,78,False,1188.3726,6.0
2,22,2,79,False,1188.7439,6.0
2,22,2,80,False,1189.1123,6.0
2,22,2,81,False,1189.5453,6.0
2,22,2,82,False,1189.9893,6.0
2,22,2,83,False,1190.312,6.0
2,22,2,84,False,1190.6308,6.0
2,22,2,85,False,1190.9788,6.0
2,22,2,86,False,1191.384,6.0
2,22,2,87,False,1192.1668,6.0
2,22,2,88,False,1192.8047,6.0
2,22,2,89,False,1193.4713,6.0
2,22,2,90,False,1193.998,6.0
2,22,2,91,False,1194.5442,6.0
2,22,2,92,False,1195.0018,6.0
2,22,2,93,False,1195.4297,6.0
2,22,2,94,False,1195.7783,6.0
2,22,2,95,False,1196.112,6.0
2,22,2,96,False,1196.5318,6.0
2,22,2,97,False,1196.9577,6.0
2,22,2,98,False,1197.5473,6.0
2,22,2,99,False,1197.9435,6.0
2,22,2,100,False,1198.4257,6.0
2,22,2,101,False,1199.2304,6.0
2,22,2,102,False,1199.9107,6.0
2,22,2,103,False,1200.6898,6.0
2,22,2,104,False,1201.045,6.0
2,22,2,105,False,1201.3528,6.0
2,22,2,106,False,1201.7546,6.0
2,22,2,107,False,1202.1429,6.0
2,22,2,108,False,1202.7662,6.0
2,22,2,109,False,1203.2721,6.0
2,22,2,110,False,1203.7088,6.0
2,22,2,111,False,1204.2347,6.0
2,22,2,112,False,1204.6932,6.0
2,22,2,113,False,1205.1205,6.0
2,22,2,114,False,1205.602,6.0
2,22,2,115,False,1205.9356,6.0
2,23,0,0,True,1206.1786,6.0
2,23,0,1,False,1206.4514,6.0
2,23,0,2,False,1206.7168,6.0
2,23,0,3,False,1207.2382,6.0
2,23,0,4,False,1207.636,6.0
2,23,0,5,False,1208.0946,6.0
2,23,0,6,False,1208.9315,6.0
2,23,0,7,False,1209.2705,6.0
2,23,0,8,False,1209.8094,6.0
2,23,0,9,False,1210.5758,6.0
2,23,0,10,False,1211.1339,6.0
2,23,0,11,False,1211.6569,6.0
2,23,0,12,False,1212.1524,6.0
2,23,0,13,False,1212.61,6.0
2,23,0,14,False,1213.0483,6.0
2,23,0,15,False,1213.3188,6.0
2,23,0,16,False,1213.585,6.0
2,23,0,17,False,1214.1028,6.0
2,23,0,18,False,1214.6324,6.0
2,23,0,19,False,1215.2242,6.0
2,23,0,20,False,1215.642,6.0
2,23,0,21,False,1216.2232,6.0
2,23,0,22,False,1216.6221,6.0
2,23,0,23,False,1217.5512,6.0
2,23,0,24,False,1218.5116,6.0
2,23,0,25,False,1219.2329,6.0
2,23,0,26,False,1219.7738,6.0
2,23,0,27,False,1220.2457,6.0
2,23,0,28,False,1220.7805,6.0
2,23,0,29,False,1221.3103,6.0
2,23,0,30,False,1221.6785,6.0
2,23,0,31,False,1222.1396,6.0
2,23,0,32,False,1222.5496,6.0
2,23,0,33,False,1223.08,6.0
2,23,0,34,False,1223.7758,6.0
2,23,0,35,False,1224.3416,6.0
2,23,0,36,True,1224.7919,6.0
2,23,0,37,False,1225.3168,6.0
2,23,0,38,False,1225.5655,6.0
2,23,0,39,False,1226.1239,6.0
2,23,0,40,False,1226.7593,6.0
2,23,0,41,False,1227.4101,6.0
2,23,0,42,False,1228.0426,6.0
2,23,0,43,False,1228.5679,6.0
2,23,0,44,False,1229.1429,6.0
2,23,0,45,False,1229.4996,6.0
2,23,0,46,False,1229.8547,6.0
2,23,0,47,False,1230.2931,6.0
2,23,0,48,False,1230.6869,6.0
2,23,0,49,False,1231.0638,6.0
2,23,0,50,False,1231.4301,6.0
2,23,0,51,False,1231.9112,6.0
2,23,0,52,False,1232.3826,6.0
2,23,0,53,False,1232.8651,6.0
2,23,0,54,False,1233.3415,6.0
2,23,0,55,False,1233.7026,6.0
2,23,0,56,False,1234.0655,6.0
2,23,0,57,False,1234.6286,6.0
2,23,0,58,False,1234.8854,6.0
2,23,0,59,False,1235.1379,6.0
2,23,0,60,False,1235.4116,6.0
2,23,0,61,False,1235.6879,6.0
2,23,0,62,False,1236.028,6.0
2,23,0,63,False,1236.3558,6.0
2,23,0,64,False,1236.5933,6.0
2,23,0,65,False,1236.8316,6.0
2,23,0,66,False,1237.0682,6.0
2,23,0,67,False,1237.3094,6.0
2,23,0,68,False,1237.5667,6.0
2,23,0,69,True,1237.8501,6.0
2,23,0,70,False,1238.2731,6.0
2,23,0,71,False,1238.7938,6.0
2,23,0,72,False,1239.189,6.0
2,23,0,73,False,1239.4515,6.0
2,23,0,74,False,1239.7862,6.0
2,23,0,75,False,1240.0498,6.0
2,23,0,76,False,1240.4228,6.0
2,23,0,77,False,1240.8688,6.0
2,23,0,78,False,1241.3101,6.0
2,23,0,79,False,1241.6732,6.0
2,23,0,80,False,1242.0351,6.0
2,23,0,81,False,1242.4634,6.0
2,23,0,82,False,1242.9027,6.0
2,23,0,83,False,1243.2233,6.0
2,23,0,84,False,1243.5401,6.0
2,23,0,85,False,1243.8826,6.0
2,23,0,86,False,1244.281,6.0
2,23,0,87,False,1245.0811,6.0
2,23,0,88,False,1245.759,6.0
2,23,0,89,False,1246.4252,6.0
2,23,0,90,False,1246.9409,6.0
2,23,0,91,False,1247.4794,6.0
2,23,0,92,False,1247.9316,6.0
2,23,0,93,False,1248.3556,6.0
2,23,0,94,False,1248.7026,6.0
2,23,0,95,False,1249.0348,6.0
2,23,0,96,False,1249.4477,6.0
2,23,0,97,False,1249.8575,6.0
2,23,0,98,False,1250.424,6.0
2,23,0,99,False,1250.817,6.0
2,23,0,100,False,1251.2871,6.0
2,23,0,101,False,1252.1295,6.0
2,23,0,102,False,1252.8631,6.0
2,23,0,103,False,1253.6466,6.0
2,23,0,104,False,1253.9963,6.0
2,23,0,105,False,1254.2943,6.0
2,23,0,106,False,1254.6836,6.0
2,23,0,107,False,1255.0559,6.0
2,23,0,108,False,1255.6818,6.0
2,23,0,109,False,1256.1904,6.0
2,23,0,110,False,1256.6288,6.0
2,23,0,111,False,1257.1564,6.0
2,23,0,112,False,1257.6163,6.0
2,23,0,113,False,1258.0445,6.0
2,23,0,114,False,1258.5271,6.0
2,23,0,115,False,1258.8615,6.0
2,24,2,0,True,1259.105,6.0
2,24,2,1,False,1259.3783,6.0
2,24,2,2,False,1259.6441,6.0
2,24,2,3,False,1260.1664,6.0
2,24,2,4,False,1260.5658,6.0
2,24,2,5,False,1261.0471,6.0
2,24,2,6,False,1261.8458,6.0
2,24,2,7,False,1262.1467,6.0
2,24,2,8,False,1262.6745,6.0
2,24,2,9,False,1263.4273,6.0
2,24,2,10,False,1263.9795,6.0
2,24,2,11,False,1264.4904,6.0
2,24,2,12,False,1264.9797,6.0
2,24,2,13,False,1265.4308,6.0
2,24,2,14,False,1265.8628,6.0
2,24,2,15,False,1266.1299,6.0
2,24,2,16,False,1266.3928,6.0
