driver_index,lap,lap_time,c_flag,time_start,time_end,position_start,position_end
3,30,53.240800000000036,0,1560.0666,1613.3074000000001,1.0,1.0
3,31,58.24000000000001,2,1613.3074000000001,1671.5474000000002,1.0,2.0
3,32,61.52350000000001,0,1671.5474000000002,1733.0709000000002,2.0,4.0
3,33,53.10140000000001,2,1733.0709000000002,1786.1723000000002,4.0,4.0
3,34,52.81690000000003,0,1786.1723000000002,1838.9892000000002,4.0,3.0
3,35,53.03959999999984,0,1838.9892000000002,1892.0288,3.0,2.0
3,36,52.71469999999999,0,1892.0288,1944.7435,2.0,1.0
3,37,52.92370000000005,0,1944.7435,1997.6672,1.0,1.0
3,38,53.471199999999726,0,1997.6672,2051.1384,1.0,1.0
3,39,52.727600000000166,0,2051.1384,2103.866,1.0,1.0
3,40,53.3119999999999,0,2103.866,2157.178,1.0,1.0
3,41,53.033600000000206,0,2157.178,2210.2116,1.0,1.0
3,42,53.65139999999974,0,2210.2116,2263.863,1.0,1.0
3,43,52.74760000000015,2,2263.863,2316.6106,1.0,1.0
3,44,52.81719999999996,2,2316.6106,2369.4278,1.0,1.0
3,45,53.23500000000013,2,2369.4278,2422.6628,1.0,1.0
3,46,53.52109999999993,2,2422.6628,2476.1839,1.0,1.0
3,47,53.340999999999894,3,2476.1839,2529.5249,1.0,1.0
3,48,55.00909999999976,3,2529.5249,2584.5339999999997,1.0,1.0
3,49,53.86150000000043,3,2584.5339999999997,2638.3955,1.0,1.0
3,50,54.46239999999989,2,2638.3955,2692.8579,1.0,1.0
3,51,53.477800000000116,0,2692.8579,2746.3357,1.0,1.0
4,1,58.592,2,0.0,58.592,6.0,6.0
4,2,53.1833,3,58.592,111.7753,6.0,6.0
4,3,53.931999999999974,3,111.7753,165.70729999999998,6.0,5.0
4,4,54.7021,0,165.70729999999998,220.40939999999998,5.0,4.0
4,5,52.61480000000003,1,220.40939999999998,273.0242,4.0,4.0
4,6,53.13169999999997,0,273.0242,326.1559,4.0,4.0
4,7,53.158500000000004,3,326.1559,379.3144,4.0,4.0
4,8,54.58269999999999,1,379.3144,433.89709999999997,4.0,4.0
4,9,53.86530000000005,3,433.89709999999997,487.7624,4.0,4.0
4,10,54.1456,0,487.7624,541.908,4.0,4.0
4,11,52.97929999999997,0,541.908,594.8873,4.0,4.0
4,12,53.436199999999985,1,594.8873,648.3235,4.0,4.0
4,13,54.239599999999996,0,648.3235,702.5631,4.0,4.0
4,14,53.489400000000046,0,702.5631,756.0525,4.0,4.0
4,15,62.954200000000014,2,756.0525,819.0067,4.0,10.0
4,16,57.248899999999935,3,819.0067,876.2556,10.0,11.0
4,17,53.78340000000003,0,876.2556,930.039,11.0,9.0
4,18,52.811199999999985,0,930.039,982.8502,9.0,8.0
4,19,53.288400000000024,3,982.8502,1036.1386,8.0,8.0
4,20,54.28970000000004,3,1036.1386,1090.4283,8.0,7.0
4,21,53.545900000000074,3,1090.4283,1143.9742,7.0,4.0
4,22,53.29510000000005,0,1143.9742,1197.2693000000002,4.0,4.0
4,23,52.78240000000005,2,1197.2693000000002,1250.0517000000002,4.0,4.0
4,24,54.17079999999987,3,1250.0517000000002,1304.2225,4.0,5.0
4,25,55.12519999999995,3,1304.2225,1359.3477,5.0,6.0
4,26,53.025300000000016,3,1359.3477,1412.373,6.0,6.0
4,27,53.2663,0,1412.373,1465.6393,6.0,6.0
4,28,53.25700000000006,2,1465.6393,1518.8963,6.0,6.0
4,29,53.49319999999989,2,1518.8963,1572.3895,6.0,6.0
4,30,59.69170000000008,1,1572.3895,1632.0812,6.0,7.0
4,31,62.42319999999995,0,1632.0812,1694.5044,7.0,7.0
4,32,53.08380000000011,0,1694.5044,1747.5882000000001,7.0,7.0
4,33,52.96049999999991,0,1747.5882000000001,1800.5487,7.0,7.0
4,34,53.17900000000009,0,1800.5487,1853.7277000000001,7.0,7.0
4,35,52.94450000000006,2,1853.7277000000001,1906.6722000000002,7.0,7.0
4,36,53.08279999999991,2,1906.6722000000002,1959.755,7.0,6.0
4,37,54.30819999999994,3,1959.755,2014.0632,6.0,6.0
4,38,53.648499999999785,2,2014.0632,2067.7117,6.0,6.0
4,39,53.0639000000001,2,2067.7117,2120.7756,6.0,6.0
4,40,53.43759999999975,0,2120.7756,2174.2131999999997,6.0,6.0
4,41,53.52380000000039,0,2174.2131999999997,2227.737,6.0,6.0
4,42,52.86629999999968,2,2227.737,2280.6032999999998,6.0,6.0
