driver_id,time_start,time_end,lap,tire_compound_start,tire_wear_start,tire_wear_end,tire_perc_start,tire_perc_end,fuel_used_start,fuel_used_end,fuel_perc_start,fuel_perc_end,hit_points_start,hit_points_end,is_inlap,is_outlap,tire_perc_avg,fuel_perc_avg,hit_points_avg,fuel_used,tire_used,lap_time,position_start,position_end
4,3335159,3866744.0,7,1,365955.0,431223.0,79.50520833333333,75.84996639784947,0.0,0.0,0.0,0.0,10000,10000.0,False,False,77.67758736559139,0.0,10000.0,0.0,65268.0,53.1585,4,4
5,3360758,3893870.0,7,1,369468.0,431213.0,79.30846774193549,75.85052643369175,0.0,0.0,0.0,0.0,10000,10000.0,False,False,77.57949708781362,0.0,10000.0,0.0,61745.0,53.3112,8,8
6,3320022,3853130.0,7,1,362547.0,425614.0,79.6960685483871,76.16409050179212,0.0,0.0,0.0,0.0,10000,10000.0,False,False,77.93007952508961,0.0,10000.0,0.0,63067.0,53.3108,2,2
7,3384208,3918395.0,7,1,338692.0,395646.0,81.0320340501792,77.8424059139785,0.0,0.0,0.0,0.0,10000,10000.0,False,False,79.43721998207886,0.0,10000.0,0.0,56954.0,53.4187,10,10
8,3339837,3870799.0,7,1,378382.0,444624.0,78.8092517921147,75.09946236559139,0.0,0.0,0.0,0.0,10000,10000.0,False,False,76.95435707885304,0.0,10000.0,0.0,66242.0,53.0962,5,5
9,3356933,3888126.0,7,2,367324.0,430076.0,84.57140456989248,81.93565188172043,0.0,0.0,0.0,0.0,10000,10000.0,False,False,83.25352822580646,0.0,10000.0,0.0,62752.0,53.1193,7,7
10,3483178,4037007.0,7,1,370178.0,433188.0,79.26870519713262,75.7399193548387,0.0,0.0,0.0,0.0,10000,10000.0,False,False,77.50431227598565,0.0,10000.0,0.0,63010.0,55.3829,19,19
11,3412390,3948861.0,7,2,390844.0,455241.0,83.58350134408602,80.87865423387098,0.0,0.0,0.0,0.0,10000,10000.0,False,False,82.2310777889785,0.0,10000.0,0.0,64397.0,53.6471,15,15
12,3726342,4271373.0,7,1,405298.0,462692.0,77.30185931899642,74.08758960573476,0.0,0.0,0.0,0.0,10000,10000.0,False,False,75.6947244623656,0.0,10000.0,0.0,57394.0,54.5031,20,20
13,3449676,3985600.0,7,1,373637.0,433323.0,79.07498879928315,75.73235887096774,0.0,0.0,0.0,0.0,10000,10000.0,False,False,77.40367383512545,0.0,10000.0,0.0,59686.0,53.5924,17,17
14,3388618,3937125.0,7,1,367910.0,429099.0,79.39572132616487,75.96891801075269,0.0,0.0,0.0,0.0,10000,10000.0,False,False,77.68231966845877,0.0,10000.0,0.0,61189.0,54.8507,11,12
15,3393369,3935503.0,7,2,355208.0,414593.0,85.08030913978494,82.58597950268818,0.0,0.0,0.0,0.0,10000,10000.0,False,False,83.83314432123656,0.0,10000.0,0.0,59385.0,54.2134,12,11
16,3402572,3941505.0,7,1,357656.0,421534.0,79.96998207885305,76.39258512544802,0.0,0.0,0.0,0.0,10000,10000.0,False,False,78.18128360215053,0.0,10000.0,0.0,63878.0,53.8933,13,13
17,3413160,3955155.0,7,2,411097.0,468441.0,82.73282090053763,80.32421875,0.0,0.0,0.0,0.0,10000,10000.0,False,False,81.52851982526882,0.0,10000.0,0.0,57344.0,54.1995,16,16
18,3405278,3943318.0,7,1,364522.0,424396.0,79.58546146953405,76.23230286738351,0.0,0.0,0.0,0.0,10000,10000.0,False,False,77.90888216845877,0.0,10000.0,0.0,59874.0,53.804,14,14
19,3477088,4028499.0,7,2,351549.0,409847.0,85.23399697580645,82.78532426075269,0.0,0.0,0.0,0.0,10000,10000.0,False,False,84.00966061827957,0.0,10000.0,0.0,58298.0,55.1411,18,18
0,3882921,4418894.0,8,1,426114.0,489556.0,76.13608870967742,72.5831093189964,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.35959901433691,0.0,10000.0,0.0,63442.0,53.5973,6,6
1,3830212,4359263.0,8,1,430434.0,489434.0,75.89415322580645,72.5899417562724,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.24204749103941,0.0,10000.0,0.0,59000.0,52.9051,1,1
2,3899532,4432654.0,8,2,424268.0,484498.0,82.17960349462365,79.6497815860215,0.0,0.0,0.0,0.0,10000,10000.0,False,False,80.91469254032258,0.0,10000.0,0.0,60230.0,53.3122,9,9
3,3853814,4390759.0,8,1,430762.0,492431.0,75.87578405017922,72.42209901433691,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.14894153225806,0.0,10000.0,0.0,61669.0,53.6945,3,3
4,3866744,4412571.0,8,1,431223.0,492787.0,75.84996639784947,72.40216173835125,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.12606406810036,0.0,10000.0,0.0,61564.0,54.5827,4,4
5,3893870,4427340.0,8,1,431213.0,493019.0,75.85052643369175,72.38916890681003,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.11984767025089,0.0,10000.0,0.0,61806.0,53.347,8,8
6,3853130,4388713.0,8,1,425614.0,485654.0,76.16409050179212,72.8016353046595,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.48286290322581,0.0,10000.0,0.0,60040.0,53.5583,2,2
7,3918395,4451458.0,8,1,395646.0,452603.0,77.8424059139785,74.6526097670251,0.0,0.0,0.0,0.0,10000,10000.0,False,False,76.2475078405018,0.0,10000.0,0.0,56957.0,53.3063,10,10
8,3870799,4413497.0,8,1,444624.0,507518.0,75.09946236559139,71.5771729390681,0.0,0.0,0.0,0.0,10000,10000.0,False,False,73.33831765232975,0.0,10000.0,0.0,62894.0,54.2698,5,5
9,3888126,4426119.0,8,2,430076.0,490382.0,81.93565188172043,79.4026377688172,0.0,0.0,0.0,0.0,10000,10000.0,False,False,80.66914482526882,0.0,10000.0,0.0,60306.0,53.7993,7,7
10,4037007,4588149.0,8,1,433188.0,497142.0,75.7399193548387,72.15826612903226,0.0,0.0,0.0,0.0,10000,10000.0,False,False,73.94909274193549,0.0,10000.0,0.0,63954.0,55.1142,19,19
11,3948861,4565053.0,8,2,455241.0,518009.0,80.87865423387098,78.24222950268818,0.0,0.0,0.0,0.0,10000,10000.0,False,False,79.56044186827958,0.0,10000.0,0.0,62768.0,61.6192,15,17
12,4271373,4823146.0,8,1,462692.0,522405.0,74.08758960573476,70.74344758064517,0.0,0.0,0.0,0.0,10000,10000.0,False,False,72.41551859318997,0.0,10000.0,0.0,59713.0,55.1773,20,20
13,3985600,4530997.0,8,1,433323.0,490612.0,75.73235887096774,72.52396953405018,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.12816420250897,0.0,10000.0,0.0,57289.0,54.5397,17,16
14,3937125,4483909.0,8,1,429099.0,491172.0,75.96891801075269,72.49260752688173,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.23076276881721,0.0,10000.0,0.0,62073.0,54.6784,12,12
15,3935503,4477856.0,8,2,414593.0,473013.0,82.58597950268818,80.13218245967742,0.0,0.0,0.0,0.0,10000,10000.0,False,False,81.3590809811828,0.0,10000.0,0.0,58420.0,54.2353,11,11
16,3941505,4489299.0,8,1,421534.0,482271.0,76.39258512544802,72.99109543010752,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.69184027777777,0.0,10000.0,0.0,60737.0,54.7794,13,13
17,3955155,4499298.0,8,2,468441.0,529512.0,80.32421875,77.75907258064515,0.0,0.0,0.0,0.0,10000,10000.0,False,False,79.04164566532258,0.0,10000.0,0.0,61071.0,54.4143,16,15
18,3943318,4493031.0,8,1,424396.0,485911.0,76.23230286738351,72.78724238351255,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.50977262544802,0.0,10000.0,0.0,61515.0,54.9713,14,14
19,4028499,4585944.0,8,2,409847.0,470601.0,82.78532426075269,80.23349294354838,0.0,0.0,0.0,0.0,10000,10000.0,False,False,81.50940860215053,0.0,10000.0,0.0,60754.0,55.7445,18,18
0,4418894,4960129.0,9,1,489556.0,554648.0,72.5831093189964,68.93772401433691,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.76041666666666,0.0,10000.0,0.0,65092.0,54.1235,6,6
1,4359263,4891613.0,9,1,489434.0,550821.0,72.5899417562724,69.1520497311828,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.8709957437276,0.0,10000.0,0.0,61387.0,53.235,1,1
2,4432654,4970928.0,9,2,484498.0,544904.0,79.6497815860215,77.11256720430107,0.0,0.0,0.0,0.0,10000,10000.0,False,False,78.38117439516128,0.0,10000.0,0.0,60406.0,53.8274,9,9
3,4390759,4927741.0,9,1,492431.0,552839.0,72.42209901433691,69.03903449820788,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.7305667562724,0.0,10000.0,0.0,60408.0,53.6982,3,3
4,4412571,4951224.0,9,1,492787.0,553607.0,72.40216173835125,68.99602374551972,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.69909274193549,0.0,10000.0,0.0,60820.0,53.8653,4,4
5,4427340,4961574.0,9,1,493019.0,556357.0,72.38916890681003,68.84201388888889,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.61559139784946,0.0,10000.0,0.0,63338.0,53.4234,8,7
6,4388713,4923490.0,9,1,485654.0,545903.0,72.8016353046595,69.42747535842294,0.0,0.0,0.0,0.0,10000,10000.0,False,False,71.11455533154123,0.0,10000.0,0.0,60249.0,53.4777,2,2
7,4451458,4989742.0,9,1,452603.0,510916.0,74.6526097670251,71.38687275985663,0.0,0.0,0.0,0.0,10000,10000.0,False,False,73.01974126344086,0.0,10000.0,0.0,58313.0,53.8284,10,10
8,4413497,4954410.0,9,1,507518.0,572509.0,71.5771729390681,67.93744399641577,0.0,0.0,0.0,0.0,10000,10000.0,False,False,69.75730846774194,0.0,10000.0,0.0,64991.0,54.0913,5,5
9,4426119,4965214.0,9,2,490382.0,551426.0,79.4026377688172,76.83862567204301,0.0,0.0,0.0,0.0,10000,10000.0,False,False,78.12063172043011,0.0,10000.0,0.0,61044.0,53.9095,7,8
10,4588149,5142819.0,9,1,497142.0,557027.0,72.15826612903226,68.8044914874552,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.48137880824373,0.0,10000.0,0.0,59885.0,55.467,19,19
11,4565053,5098073.0,9,2,518009.0,585339.0,78.24222950268818,75.41418850806451,0.0,0.0,0.0,0.0,10000,10000.0,False,False,76.82820900537635,0.0,10000.0,0.0,67330.0,53.302,17,17
12,4823146,5364024.0,9,1,522405.0,586886.0,70.74344758064517,67.13228046594983,0.0,0.0,0.0,0.0,10000,10000.0,False,False,68.9378640232975,0.0,10000.0,0.0,64481.0,54.0878,20,20
13,4530997,5072665.0,9,1,490612.0,548442.0,72.52396953405018,69.28528225806451,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.90462589605735,0.0,10000.0,0.0,57830.0,54.1668,16,16
14,4483909,5022398.0,9,1,491172.0,555141.0,72.49260752688173,68.91011424731182,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.70136088709677,0.0,10000.0,0.0,63969.0,53.8489,12,12
15,4477856,5019345.0,9,2,473013.0,534376.0,80.13218245967742,77.55477150537635,0.0,0.0,0.0,0.0,10000,10000.0,False,False,78.84347698252688,0.0,10000.0,0.0,61363.0,54.1489,11,11
16,4489299,5026247.0,9,1,482271.0,539350.0,72.99109543010752,69.79446684587813,0.0,0.0,0.0,0.0,10000,10000.0,False,False,71.39278113799283,0.0,10000.0,0.0,57079.0,53.6948,13,13
17,4499298,5036229.0,9,2,529512.0,587416.0,77.75907258064515,75.32694892473118,0.0,0.0,0.0,0.0,10000,10000.0,False,False,76.54301075268816,0.0,10000.0,0.0,57904.0,53.6931,15,15
18,4493031,5034455.0,9,1,485911.0,548815.0,72.78724238351255,69.26439292114696,0.0,0.0,0.0,0.0,10000,10000.0,False,False,71.02581765232975,0.0,10000.0,0.0,62904.0,54.1424,14,14
19,4585944,5138129.0,9,2,470601.0,528499.0,80.23349294354838,77.80162130376344,0.0,0.0,0.0,0.0,10000,10000.0,False,False,79.0175571236559,0.0,10000.0,0.0,57898.0,55.2185,18,18
0,4960129,5496547.0,10,1,554648.0,615917.0,68.93772401433691,65.50644041218638,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.22208221326164,0.0,10000.0,0.0,61269.0,53.6418,6,5
1,4891613,5425258.0,10,1,550821.0,608330.0,69.1520497311828,65.93133960573476,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.54169466845877,0.0,10000.0,0.0,57509.0,53.3645,1,1
2,4970928,5509158.0,10,2,544904.0,606532.0,77.11256720430107,74.5240255376344,0.0,0.0,0.0,0.0,10000,10000.0,False,False,75.81829637096774,0.0,10000.0,0.0,61628.0,53.823,9,8
3,4927741,5454136.0,10,1,552839.0,616043.0,69.03903449820788,65.49938396057348,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.26920922939068,0.0,10000.0,0.0,63204.0,52.6395,3,3
4,4951224,5492680.0,10,1,553607.0,615027.0,68.99602374551972,65.55628360215053,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.27615367383513,0.0,10000.0,0.0,61420.0,54.1456,4,4
5,4961574,5498788.0,10,1,556357.0,618557.0,68.84201388888889,65.35859094982078,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.10030241935483,0.0,10000.0,0.0,62200.0,53.7214,7,6
6,4923490,5451302.0,10,1,545903.0,605695.0,69.42747535842294,66.07890905017922,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.75319220430109,0.0,10000.0,0.0,59792.0,52.7812,2,2
7,4989742,5528773.0,10,1,510916.0,568340.0,71.38687275985663,68.1709229390681,0.0,0.0,0.0,0.0,10000,10000.0,False,False,69.77889784946237,0.0,10000.0,0.0,57424.0,53.9031,10,9
8,4954410,5577026.0,10,1,572509.0,647037.0,67.93744399641577,63.763608870967744,0.0,0.0,0.0,0.0,10000,10000.0,False,False,65.85052643369175,0.0,10000.0,0.0,74528.0,62.2616,5,12
9,4965214,5502513.0,10,2,551426.0,612041.0,76.83862567204301,74.29263272849462,0.0,0.0,0.0,0.0,10000,10000.0,False,False,75.56562920026882,0.0,10000.0,0.0,60615.0,53.7299,8,7
10,5142819,5734793.0,10,1,557027.0,626115.0,68.8044914874552,64.93531586021506,0.0,0.0,0.0,0.0,10000,10000.0,False,False,66.86990367383513,0.0,10000.0,0.0,69088.0,59.1974,19,19
11,5098073,5636289.0,10,2,585339.0,656099.0,75.41418850806451,72.44207829301075,0.0,0.0,0.0,0.0,10000,10000.0,False,False,73.92813340053763,0.0,10000.0,0.0,70760.0,53.8216,17,17
12,5364024,5910629.0,10,1,586886.0,643631.0,67.13228046594983,63.95435707885305,0.0,0.0,0.0,0.0,10000,10000.0,False,False,65.54331877240145,0.0,10000.0,0.0,56745.0,54.6605,20,20
13,5072665,5612857.0,10,1,548442.0,607445.0,69.28528225806451,65.98090277777777,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.63309251792114,0.0,10000.0,0.0,59003.0,54.0192,16,16
14,5022398,5564243.0,10,1,555141.0,617467.0,68.91011424731182,65.41963485663084,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.16487455197134,0.0,10000.0,0.0,62326.0,54.1845,12,10
15,5019345,5569751.0,10,2,534376.0,596252.0,77.55477150537635,74.95581317204301,0.0,0.0,0.0,0.0,10000,10000.0,False,False,76.25529233870968,0.0,10000.0,0.0,61876.0,55.0406,11,11
16,5026247,5587515.0,10,1,539350.0,605269.0,69.79446684587813,66.10276657706093,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.94861671146953,0.0,10000.0,0.0,65919.0,56.1268,13,15
17,5036229,5583675.0,10,2,587416.0,646027.0,75.32694892473118,72.86512936827957,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.09603914650538,0.0,10000.0,0.0,58611.0,54.7446,15,14
18,5034455,5582704.0,10,1,548815.0,609556.0,69.26439292114696,65.86267921146953,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.56353606630825,0.0,10000.0,0.0,60741.0,54.8249,14,13
19,5138129,5680130.0,10,2,528499.0,587030.0,77.80162130376344,75.3431619623656,0.0,0.0,0.0,0.0,10000,10000.0,False,False,76.57239163306451,0.0,10000.0,0.0,58531.0,54.2001,18,18
0,5496547,6027546.0,11,1,615917.0,676811.0,65.50644041218638,62.096158154121866,0.0,0.0,0.0,0.0,10000,10000.0,False,False,63.80129928315412,0.0,10000.0,0.0,60894.0,53.0999,5,5
1,5425258,5957350.0,11,1,608330.0,666110.0,65.93133960573476,62.69545250896058,0.0,0.0,0.0,0.0,10000,10000.0,False,False,64.31339605734767,0.0,10000.0,0.0,57780.0,53.2092,1,1
2,5509158,6040911.0,11,2,606532.0,668624.0,74.5240255376344,71.91599462365592,0.0,0.0,0.0,0.0,10000,10000.0,False,False,73.22001008064515,0.0,10000.0,0.0,62092.0,53.1753,8,8
3,5454136,5984388.0,11,1,616043.0,678975.0,65.49938396057348,61.974966397849464,0.0,0.0,0.0,0.0,10000,10000.0,False,False,63.73717517921148,0.0,10000.0,0.0,62932.0,53.0252,3,3
4,5492680,6022473.0,11,1,615027.0,680049.0,65.55628360215053,61.914818548387096,0.0,0.0,0.0,0.0,10000,10000.0,False,False,63.735551075268816,0.0,10000.0,0.0,65022.0,52.9793,4,4
5,5498788,6030472.0,11,1,618557.0,681625.0,65.35859094982078,61.826556899641574,0.0,0.0,0.0,0.0,10000,10000.0,False,False,63.59257392473118,0.0,10000.0,0.0,63068.0,53.1684,6,6
6,5451302,5980511.0,11,1,605695.0,665664.0,66.07890905017922,62.72043010752688,0.0,0.0,0.0,0.0,10000,10000.0,False,False,64.39966957885305,0.0,10000.0,0.0,59969.0,52.9209,2,2
7,5528773,6061197.0,11,1,568340.0,629413.0,68.1709229390681,64.75061603942652,0.0,0.0,0.0,0.0,10000,10000.0,False,False,66.46076948924731,0.0,10000.0,0.0,61073.0,53.2424,9,9
8,5577026,6106374.0,11,1,647037.0,709758.0,63.763608870967744,60.25100806451613,0.0,0.0,0.0,0.0,10000,10000.0,False,False,62.007308467741936,0.0,10000.0,0.0,62721.0,52.9348,12,12
9,5502513,6036727.0,11,2,612041.0,672278.0,74.29263272849462,71.76251680107526,0.0,0.0,0.0,0.0,10000,10000.0,False,False,73.02757476478494,0.0,10000.0,0.0,60237.0,53.4214,7,7
10,5734793,6286692.0,11,1,626115.0,691121.0,64.93531586021506,61.29474686379928,0.0,0.0,0.0,0.0,10000,10000.0,False,False,63.11503136200717,0.0,10000.0,0.0,65006.0,55.1899,19,19
11,5636289,6172001.0,11,2,656099.0,722869.0,72.44207829301075,69.63755880376344,0.0,0.0,0.0,0.0,10000,10000.0,False,False,71.0398185483871,0.0,10000.0,0.0,66770.0,53.5712,17,17
12,5910629,6466144.0,11,1,643631.0,701832.0,63.95435707885305,60.69489247311828,0.0,0.0,0.0,0.0,10000,10000.0,False,False,62.32462477598567,0.0,10000.0,0.0,58201.0,55.5515,20,20
13,5612857,6144020.0,11,1,607445.0,667199.0,65.98090277777777,62.63446460573477,0.0,0.0,0.0,0.0,10000,10000.0,False,False,64.30768369175627,0.0,10000.0,0.0,59754.0,53.1163,16,16
14,5564243,6092834.0,11,1,617467.0,686093.0,65.41963485663084,61.57633288530466,0.0,0.0,0.0,0.0,10000,10000.0,False,False,63.497983870967744,0.0,10000.0,0.0,68626.0,52.8591,10,10
15,5569751,6104163.0,11,2,596252.0,655525.0,74.95581317204301,72.4661878360215,0.0,0.0,0.0,0.0,10000,10000.0,False,False,73.71100050403226,0.0,10000.0,0.0,59273.0,53.4412,11,11
16,5587515,6133736.0,11,1,605269.0,673653.0,66.10276657706093,62.27301747311828,0.0,0.0,0.0,0.0,10000,10000.0,False,False,64.18789202508961,0.0,10000.0,0.0,68384.0,54.6221,15,15
17,5583675,6125867.0,11,2,646027.0,706507.0,72.86512936827957,70.3248067876344,0.0,0.0,0.0,0.0,10000,10000.0,False,False,71.59496807795699,0.0,10000.0,0.0,60480.0,54.2192,14,13
18,5582704,6129078.0,11,1,609556.0,672493.0,65.86267921146953,62.33798163082437,0.0,0.0,0.0,0.0,10000,10000.0,False,False,64.10033042114695,0.0,10000.0,0.0,62937.0,54.6374,13,14
19,5680130,6226060.0,11,2,587030.0,643714.0,75.3431619623656,72.9622815860215,0.0,0.0,0.0,0.0,10000,10000.0,False,False,74.15272177419355,0.0,10000.0,0.0,56684.0,54.593,18,18
0,6027546,6561973.0,12,1,676811.0,747552.0,62.096158154121866,58.134408602150536,0.0,0.0,0.0,0.0,10000,10000.0,False,False,60.1152833781362,0.0,10000.0,0.0,70741.0,53.4427,5,5
1,5957350,6489458.0,12,1,666110.0,727202.0,62.69545250896058,59.274081541218635,0.0,0.0,0.0,0.0,10000,10000.0,False,False,60.98476702508961,0.0,10000.0,0.0,61092.0,53.2108,1,1
2,6040911,6585777.0,12,2,668624.0,733356.0,71.91599462365592,69.19707661290323,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.55653561827958,0.0,10000.0,0.0,64732.0,54.4866,8,8
3,5984388,6517383.0,12,1,678975.0,739764.0,61.974966397849464,58.57056451612903,0.0,0.0,0.0,0.0,10000,10000.0,False,False,60.27276545698925,0.0,10000.0,0.0,60789.0,53.2995,3,3
4,6022473,6556835.0,12,1,680049.0,742984.0,61.914818548387096,58.3902329749104,0.0,0.0,0.0,0.0,10000,10000.0,False,False,60.15252576164875,0.0,10000.0,0.0,62935.0,53.4362,4,4
5,6030472,6563713.0,12,1,681625.0,744231.0,61.826556899641574,58.320396505376344,0.0,0.0,0.0,0.0,10000,10000.0,False,False,60.073476702508955,0.0,10000.0,0.0,62606.0,53.3241,6,6
6,5980511,6511940.0,12,1,665664.0,724535.0,62.72043010752688,59.423443100358426,0.0,0.0,0.0,0.0,10000,10000.0,False,False,61.07193660394265,0.0,10000.0,0.0,58871.0,53.1429,2,2
7,6061197,6602254.0,12,1,629413.0,686949.0,64.75061603942652,61.528393817204304,0.0,0.0,0.0,0.0,10000,10000.0,False,False,63.13950492831541,0.0,10000.0,0.0,57536.0,54.1057,9,9
8,6106374,6641026.0,12,1,709758.0,772780.0,60.25100806451613,56.72155017921147,0.0,0.0,0.0,0.0,10000,10000.0,False,False,58.4862791218638,0.0,10000.0,0.0,63022.0,53.4652,12,12
9,6036727,6577306.0,12,2,672278.0,735574.0,71.76251680107526,69.10391465053763,0.0,0.0,0.0,0.0,10000,10000.0,False,False,70.43321572580645,0.0,10000.0,0.0,63296.0,54.0579,7,7
10,6286692,6846800.0,12,1,691121.0,754233.0,61.29474686379928,57.760248655913976,0.0,0.0,0.0,0.0,10000,10000.0,False,False,59.52749775985663,0.0,10000.0,0.0,63112.0,56.0108,19,19
11,6172001,6702461.0,12,2,722869.0,788171.0,69.63755880376344,66.89469926075269,0.0,0.0,0.0,0.0,10000,10000.0,False,False,68.26612903225806,0.0,10000.0,0.0,65302.0,53.046,17,17
12,6466144,7015074.0,12,1,701832.0,767453.0,60.69489247311828,57.019881272401435,0.0,0.0,0.0,0.0,10000,10000.0,False,False,58.85738687275986,0.0,10000.0,0.0,65621.0,54.893,20,20
13,6144020,6683374.0,12,1,667199.0,726869.0,62.63446460573477,59.29273073476703,0.0,0.0,0.0,0.0,10000,10000.0,False,False,60.9635976702509,0.0,10000.0,0.0,59670.0,53.9354,16,16
14,6092834,6623352.0,12,1,686093.0,755427.0,61.57633288530466,57.69338037634408,0.0,0.0,0.0,0.0,10000,10000.0,False,False,59.63485663082437,0.0,10000.0,0.0,69334.0,53.0518,10,10
15,6104163,6634597.0,12,2,655525.0,716689.0,72.4661878360215,69.89713541666667,0.0,0.0,0.0,0.0,10000,10000.0,False,False,71.1816616263441,0.0,10000.0,0.0,61164.0,53.0434,11,11
16,6133736,6678005.0,12,1,673653.0,740699.0,62.27301747311828,58.51820116487455,0.0,0.0,0.0,0.0,10000,10000.0,False,False,60.395609318996414,0.0,10000.0,0.0,67046.0,54.4269,15,15
17,6125867,6665106.0,12,2,706507.0,764500.0,70.3248067876344,67.88894489247312,0.0,0.0,0.0,0.0,10000,10000.0,False,False,69.10687584005376,0.0,10000.0,0.0,57993.0,53.9239,13,13
18,6129078,6676739.0,12,1,672493.0,734571.0,62.33798163082437,58.861391129032256,0.0,0.0,0.0,0.0,10000,10000.0,False,False,60.599686379928315,0.0,10000.0,0.0,62078.0,54.7661,14,14
19,6226060,6763922.0,12,2,643714.0,702120.0,72.9622815860215,70.50907258064515,0.0,0.0,0.0,0.0,10000,10000.0,False,False,71.73567708333333,0.0,10000.0,0.0,58406.0,53.7862,18,18
0,6561973,7107732.0,13,1,747552.0,807873.0,58.134408602150536,54.756216397849464,0.0,0.0,0.0,0.0,10000,10000.0,False,False,56.4453125,0.0,10000.0,0.0,60321.0,54.5759,5,6
1,6489458,7021639.0,13,1,727202.0,788925.0,59.274081541218635,55.81737231182796,0.0,0.0,0.0,0.0,10000,10000.0,False,False,57.5457269265233,0.0,10000.0,0.0,61723.0,53.2181,1,1
2,6585777,7117254.0,13,2,733356.0,792163.0,69.19707661290323,66.72702452956989,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.96205057123656,0.0,10000.0,0.0,58807.0,53.1477,8,8
3,6517383,7046207.0,13,1,739764.0,803404.0,58.57056451612903,55.00649641577061,0.0,0.0,0.0,0.0,10000,10000.0,False,False,56.78853046594982,0.0,10000.0,0.0,63640.0,52.8824,3,3
4,6556835,7099231.0,13,1,742984.0,801941.0,58.3902329749104,55.0884296594982,0.0,0.0,0.0,0.0,10000,10000.0,False,False,56.739331317204304,0.0,10000.0,0.0,58957.0,54.2396,4,4
5,6563713,7103928.0,13,1,744231.0,806652.0,58.320396505376344,54.824596774193544,0.0,0.0,0.0,0.0,10000,10000.0,False,False,56.572496639784944,0.0,10000.0,0.0,62421.0,54.0215,6,5
6,6511940,7043740.0,13,1,724535.0,783533.0,59.423443100358426,56.11934363799283,0.0,0.0,0.0,0.0,10000,10000.0,False,False,57.77139336917563,0.0,10000.0,0.0,58998.0,53.18,2,2
7,6602254,7138638.0,13,1,686949.0,747406.0,61.528393817204304,58.14258512544803,0.0,0.0,0.0,0.0,10000,10000.0,False,False,59.83548947132617,0.0,10000.0,0.0,60457.0,53.6384,9,9
8,6641026,7176235.0,13,1,772780.0,838418.0,56.72155017921147,53.04558691756272,0.0,0.0,0.0,0.0,10000,10000.0,False,False,54.883568548387096,0.0,10000.0,0.0,65638.0,53.5209,12,12
9,6577306,7111441.0,13,2,735574.0,797172.0,69.10391465053763,66.51663306451613,0.0,0.0,0.0,0.0,10000,10000.0,False,False,67.81027385752688,0.0,10000.0,0.0,61598.0,53.4135,7,7
10,6846800,7405766.0,13,1,754233.0,813848.0,57.760248655913976,54.42159498207885,0.0,0.0,0.0,0.0,10000,10000.0,False,False,56.090921818996414,0.0,10000.0,0.0,59615.0,55.8966,19,19
11,6702461,7238465.0,13,2,788171.0,851234.0,66.89469926075269,64.24588373655914,0.0,0.0,0.0,0.0,10000,10000.0,False,False,65.5702914986559,0.0,10000.0,0.0,63063.0,53.6004,17,17
12,7015074,7587019.0,13,1,767453.0,826794.0,57.019881272401435,53.69657258064516,0.0,0.0,0.0,0.0,10000,10000.0,False,False,55.3582269265233,0.0,10000.0,0.0,59341.0,57.1945,20,20
13,6683374,7233403.0,13,1,726869.0,788378.0,59.29273073476703,55.848006272401435,0.0,0.0,0.0,0.0,10000,10000.0,False,False,57.570368503584234,0.0,10000.0,0.0,61509.0,55.0029,16,16
14,6623352,7157955.0,13,1,755427.0,819444.0,57.69338037634408,54.108198924731184,0.0,0.0,0.0,0.0,10000,10000.0,False,False,55.90078965053763,0.0,10000.0,0.0,64017.0,53.4603,10,10
